frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,hip_displacement_proxy,landing_asymmetry_score,core_risk,status
56,1.867,True,0.2834366730924919,0.9763297203307869,0.7948246925959055,0.27578155643504537,0.5653334993593861,caution
57,1.9,True,0.47253498633393054,0.9818604956157079,0.8522817352449025,0.20583624327179334,0.5889500913833615,caution
58,1.933,True,0.7668452142672939,0.8771321710804508,0.8155356332835713,0.21673142725761863,0.6146950387102963,risky
59,1.967,True,0.8189257796802139,0.8266349853526541,0.7690164479730437,0.16675040168803584,0.5854907593286082,caution
60,2.0,True,0.8255822188057729,0.8260998677088268,0.771017252032512,0.16822075457165203,0.5874762559787576,caution
61,2.033,True,0.771659449209026,0.7976107723531842,0.7013378129915746,0.12273198821567076,0.5417719893719813,caution
62,2.067,True,0.51794225906361,0.7347607272617344,0.7295131605368594,0.2148079750967114,0.5086264353556202,caution
63,2.1,True,0.4897310514720833,0.7585755142917379,0.7944075485733625,0.18615173873533708,0.5098331054253104,caution
64,2.133,True,0.3491625090913276,0.8490989947496385,0.9326997833708459,0.17867127839965663,0.5270021151886638,caution
65,2.167,True,0.4061131446431464,0.7103932979109522,0.8882752994980944,0.1774474281042403,0.4896885130631132,caution
66,2.2,True,0.4100929280623871,0.619643242362971,0.9722350824672151,0.13153784583313569,0.4597850667330485,caution
67,2.233,True,0.25660880778126266,0.47006139366326727,0.6892562785088204,0.08688584896627206,0.326138668569751,acceptable
68,2.267,True,0.24164629878044652,0.3629028997687578,0.6245723297677036,0.1056484514421506,0.28786293715662487,acceptable
69,2.3,True,0.2673289987614209,0.36569365696645595,0.6068807926556469,0.1064105694792317,0.2914497150582991,acceptable
70,2.333,True,0.26431041862193144,0.39226196761924337,0.5567233464969346,0.06883367597985703,0.2781409625776494,acceptable
71,2.367,True,0.002432967929642262,0.5777376823075902,0.5274060323440471,0.08316012122533037,0.2820248455586782,acceptable
72,2.4,True,0.025790035684978615,0.714883465157321,0.5399062839832894,0.08967665823076276,0.3319958196624524,acceptable
73,2.433,True,0.0,0.7259107800315538,0.5299452808260826,0.070276522843482,0.3218618091285973,acceptable
74,2.467,True,0.03978663973965857,0.8076857711607058,0.6856084263110855,0.17109992027431448,0.41298929533881634,caution
75,2.5,True,0.07182697117176003,0.7695694478616517,0.6446901740979558,0.12239489872343232,0.3847779692607422,caution
76,2.533,True,0.3108799117366122,0.7049155206205096,0.5812834219280525,0.13960885091464134,0.40970624964280766,caution
77,2.567,True,0.3091316726393432,0.7325897167833282,0.5888001987691365,0.17408435259456143,0.43085280278633403,caution
78,2.6,True,0.43292129956845393,0.6526522278521046,0.6507846228313229,0.18845672663736307,0.4459574760170977,caution
79,2.633,True,0.250588077704167,0.7756883941829539,0.5911100676030135,0.2641244180070745,0.4639341902386477,caution
80,2.667,True,0.15736904107331984,0.7869805508173077,0.5900197004789243,0.27772151215532653,0.45327345778605915,caution
81,2.7,True,0.3110061907829703,0.7220879286364267,0.5566860248048228,0.21547422115424267,0.43774649787223047,caution
82,2.733,True,0.285223070854039,0.7389317863010687,0.559569984735654,0.20722737254323306,0.43518922816160804,caution
83,2.767,True,0.37277369232386987,0.6571717676306437,0.5613755354583682,0.2352234424772642,0.4382408039397648,caution
84,2.8,True,0.5396073115384894,0.5691015316138865,0.5538640528746928,0.22628921291539408,0.4409327542434556,caution
85,2.833,True,0.6060793394284246,0.6399503295360675,0.5666279959002819,0.2562869907748312,0.4878956129027383,caution
86,2.867,True,0.5554920301810029,0.6188175374365759,0.6533881059829673,0.23548435534098475,0.47717140753396303,caution
87,2.9,True,0.5267046932907026,0.6094453859848318,0.6376648383679652,0.2184385451365186,0.4602777710065663,caution
88,2.933,True,0.6787000756500585,0.6404692428193193,0.586243520584906,0.3025457757071649,0.5217083375610511,caution
89,2.967,True,0.6211061636103791,0.5243492614194022,0.5792176461664923,0.22873150160609856,0.4484646836350048,caution
90,3.0,True,0.5606945620216517,0.49211688226156264,0.5667873861134516,0.17753484568955286,0.4069292809911604,caution
